angle_deg,angle_rad,direction,is_north,p0,p1,deviation,z_score,shots,timestamp
0.0,0.0,North,True,0.513,0.487,0.013000000000000012,0.8221921916437794,1000,2025-11-15T21:03:35.753660
45.0,0.7853981633974483,NE,False,0.48,0.52,0.020000000000000018,1.2649110640673529,1000,2025-11-15T21:03:44.873842
90.0,1.5707963267948966,East,False,0.515,0.485,0.015000000000000013,0.9486832980505147,1000,2025-11-15T21:03:53.931053
135.0,2.356194490192345,SE,False,0.484,0.516,0.016000000000000014,1.0119288512538824,1000,2025-11-15T21:04:03.291803
180.0,3.141592653589793,South,False,0.509,0.491,0.009000000000000008,0.5692099788303088,1000,2025-11-15T21:04:12.277777
225.0,3.9269908169872414,SW,False,0.508,0.492,0.008000000000000007,0.5059644256269412,1000,2025-11-15T21:04:21.704785
270.0,4.71238898038469,West,False,0.502,0.498,0.0020000000000000018,0.1264911064067353,1000,2025-11-15T21:04:30.781163
315.0,5.497787143782138,NW,False,0.52,0.48,0.020000000000000018,1.2649110640673529,1000,2025-11-15T21:04:40.185671
