target_radius,bloch_x,bloch_y,bloch_z,measured_radius,estimated_purity,radius_error,shots,timestamp
0.0,1.0,-0.038000000000000034,0.040000000000000036,1.0015208435174976,1.001522,1.0015208435174976,1000,2025-11-15T20:56:18.585717
0.2,0.5900000000000001,-0.04400000000000004,0.8,0.9950055276228369,0.995018,0.7950055276228369,1000,2025-11-15T20:56:45.830883
0.4,0.17599999999999993,-0.01200000000000001,0.98,0.9957509728842849,0.99576,0.5957509728842849,1000,2025-11-15T20:57:14.397986
0.6,-0.18200000000000005,-0.04200000000000004,0.964,0.9819287143168794,0.982092,0.38192871431687947,1000,2025-11-15T20:57:42.865732
0.8,-0.6,-0.006000000000000005,0.758,0.9667471230885561,0.9673,0.1667471230885561,1000,2025-11-15T20:58:10.760653
1.0,1.0,-0.020000000000000018,0.03400000000000003,1.0007776975932268,1.000778,0.0007776975932267671,1000,2025-11-15T20:58:38.845893
