angle_deg,angle_rad,direction,is_north,p0,p1,deviation,z_score,shots,timestamp
0.0,0.0,North,True,0.489,0.511,0.01100000000000001,0.6957010852370441,1000,2025-11-15T20:54:47.136746
45.0,0.7853981633974483,NE,False,0.508,0.492,0.008000000000000007,0.5059644256269412,1000,2025-11-15T20:54:56.330244
90.0,1.5707963267948966,East,False,0.49,0.51,0.010000000000000009,0.6324555320336764,1000,2025-11-15T20:55:05.359159
135.0,2.356194490192345,SE,False,0.471,0.529,0.029000000000000026,1.8341210428976618,1000,2025-11-15T20:55:14.842454
180.0,3.141592653589793,South,False,0.484,0.516,0.016000000000000014,1.0119288512538824,1000,2025-11-15T20:55:23.701190
225.0,3.9269908169872414,SW,False,0.509,0.491,0.009000000000000008,0.5692099788303088,1000,2025-11-15T20:55:32.631617
270.0,4.71238898038469,West,False,0.529,0.471,0.029000000000000026,1.8341210428976618,1000,2025-11-15T20:55:41.730663
315.0,5.497787143782138,NW,False,0.536,0.464,0.03600000000000003,2.276839915321235,1000,2025-11-15T20:55:51.041522
