target_radius,bloch_x,bloch_y,bloch_z,measured_radius,estimated_purity,radius_error,shots,timestamp
0.0,1.0,-0.028000000000000025,-0.030000000000000027,1.00084164581616,1.000842,1.00084164581616,1000,2025-11-15T21:13:13.290892
0.2,0.6000000000000001,0.026000000000000023,0.8240000000000001,1.0196332674054924,1.0198260000000001,0.8196332674054925,1000,2025-11-15T21:13:44.596165
